"","ID","Filum","Clase","Orden","Familia","Género","Especie.trófica","Nombre.común","Hábitat","Dominio","Expertise","Referencia","Enlace","X","X.1"
"32",391,"Mollusca","Cephalopoda ","Oegopsida ","Ommastrephidae","Martialia","Martialia_hyadesi","Calamar volador","","","Cefalopodos",21,"https://doi.org/10.1007/s00300-021-02908-2",NA,""
"33",392,"Mollusca","Cephalopoda ","Oegopsida ","Chiroteuthidae ","Chiroteuthis","Chiroteuthis_veranyi","Calamar de brazos largos","","","Cefalopodos",21,"https://doi.org/10.1007/s00300-021-02908-2",NA,""
"34",393,"Mollusca","Cephalopoda ","Myopsida","Loliginidae ","Doryteuthis","Doryteuthis_gahi","Calamar patagónico","","","Cefalopodos",21,"https://doi.org/10.1007/s00300-021-02908-2",NA,""
"35",394,"Mollusca","Cephalopoda ","Oegopsida ","Ommastrephidae ","llex","Ilex_argentinus","Calamar argentino","","","Cefalopodos",21,"https://doi.org/10.1007/s00300-021-02908-2",NA,""
"36",395,"Mollusca","Cephalopoda ","Octopoda","Enteroctopodidae","Enteroctopus","Enteroctopus_megalocyathus","Pulpo rojo patagónico","","","Cefalopodos",21,"https://doi.org/10.1007/s00300-021-02908-2",NA,""
"37",404,"Mollusca","Cephalopoda ","Oegopsida","Ommastrephidae","Martialia","Martialia_hyadesi","","","","Cefalopodos",21,"https://doi.org/10.1007/s00300-021-02908-2",NA,""
"38",405,"Mollusca","Cephalopoda ","Oegopsida","Cranchiidae","Galiteuthis","Galiteuthis_glacialis","","","","Cefalopodos",21,"https://doi.org/10.1007/s00300-021-02908-2",NA,""
"39",406,"Mollusca","Cephalopoda ","Oegopsida","Cranchiidae","Taonius","Taonius*","","","","Cefalopodos",21,"https://doi.org/10.1007/s00300-021-02908-2",NA,""
"40",407,"Mollusca","Cephalopoda ","Oegopsida","Histioteuthidae ","Histioteuthis","Histioteuthis_eltaninae","","","","Cefalopodos",21,"https://doi.org/10.1007/s00300-021-02908-2",NA,""
"41",408,"Mollusca","Cephalopoda ","Oegopsida","Histioteuthidae ","Histioteuthis","Histioteuthis_atlantica","","","","Cefalopodos",21,"https://doi.org/10.1007/s00300-021-02908-2",NA,""
"42",409,"Mollusca","Cephalopoda ","Oegopsida","Neoteuthidae ","Alluroteuthis","Alluroteuthis_antarcticus","","","","Cefalopodos",21,"https://doi.org/10.1007/s00300-021-02908-2",NA,""
"43",410,"Mollusca","Cephalopoda ","Oegopsida","Onychoteuthidae","Kondakovia","Kondakovia_longimana","","","","Cefalopodos",21,"https://doi.org/10.1007/s00300-021-02908-2",NA,""
"44",411,"Mollusca","Cephalopoda ","Oegopsida","Onychoteuthidae","Filippovia","Filippovia_knipovitchi","","","","Cefalopodos",21,"https://doi.org/10.1007/s00300-021-02908-2",NA,""
"45",412,"Mollusca","Cephalopoda ","Sepiida","Sepiolidae ","Semirossia","Semirossia_tenera","","","","Cefalopodos",21,"https://doi.org/10.1007/s00300-021-02908-2",NA,""
"46",413,"Mollusca","Cephalopoda ","Oegopsida","Gonatidae","Gonatus","Gonatus_antarcticus","","","","Cefalopodos",21,"https://doi.org/10.1007/s00300-021-02908-2",NA,""
"47",427,"Mollusca","Cephalopoda ","Myopsida","Loliginidae ","Doryteuthis","Doryteuthis_gahi","Calamar patagónico","Pelágico","CCH, CCA","Cefalopodos",21,"https://doi.org/10.1007/s00300-021-02908-2",NA,""
"48",519,"Mollusca","Cephalopoda ","Oegopsida ","Ommastrephidae ","llex","Ilex_argentinus","Calamar argentino","Pelágico","","Cefalopodos",26,"",NA,""
"49",520,"Mollusca","Cephalopoda ","Octopoda","Octopodidae","Octopus","Octopus*","","Pelágico","","Cefalopodos",26,"",NA,""
"50",521,"Mollusca","Cephalopoda ","Oegopsida","Onychoteuthidae","Moroteuthopsis","Moroteuthopsis_ingens","Calamar anzuelo","Pelágico","","Cefalopodos",26,"",NA,""
